811;INDICARE QUALE AFFERMAZIONE E' ESATTA:;NELL'UOMO NON VIENE SINTETIZZATO IL COLESTEROLO;LE LIPOPROTEINE SONO COMPLESSI MACROMOLECOLARI DEPUTATI SOLO AL TRASPORTO DEGLI ESTERI DEL COLESTEROLO;"I COENZIMI RIDOTTI PRODOTTI DURANTE LA BETA-OSSIDAZIONE (FADH2
E NADH) VENGONO RIUTILIZZATI PER LA SINTESI DEGLI ACIDI GRASSI";"L'IDROLISI ENZIMATICA DEI
TRIGLICERIDI NON E' SOTTO CONTROLLO ORMONALE";LA BETA-OSSIDAZIONE DEGLI ACIDI GRASSI AVVIENE NELLA MATRICE MITOCONDRIALE;E
812;"Fra le intossicazioni alimentari la più temibile
per l’uomo è quella dovuta a:";salmonella Sant-Paul;streptococcus faecalis;tossina botulinica;enterotossina stafilococcica;"clostridium perfrigens
tipo A";C
813;INDICARE QUALE DELLE SEGUENTI AFFERMAZIONI E' ERRATA:;LE TRANSAMINASI POSSIEDONO COME GRUPPO PROSTETICO IL PIRIDOSSALFOSFATO;TUTTI GLI AMINOACIDI SONO SIA GLUCOGENICI CHE CHETOGENICI;LA MAGGIOR PARTE DEI GRUPPI AMINICI DERIVANTI DAL CATABOLISMO DEGLI AMINOACIDI VIENE CONVERTITA IN UREA;LE TRANSAMINASI CATALIZZANO REAZIONI REVERSIBILI;LA GLUTAMMICO DEIDROGENASI PUO' UTILIZZARE COME ACCETTORE DI ELETTRONI SIA IL;B
814;I parametri più utili per monitorare l’attività del processo infiammatorio nella epatite cronica sono:;sali biliari totali;bilirubinemia frazionata;transaminasi e gammaglobuline sieriche;tempo di protrombina;alfafetoproteina;C
815;"Nel carcinoma epatico primitivo è di frequente
riscontro:";iperalbuminemia;ipoglobulinemia;riduzione della criglobulina;"presenza di emoglobina
fetale";ipocupremia;D
816;INDICARE LA RISPOSTA ERRATA RELATIVA ALLA SINTESI DELL'UREA:;PER SINTETIZZARE UNA MOLECOLA DI UREA E' NECESSARIA L'IDROLISI DITRE MOLECOLE DI ATP;IL CICLO DELL'ORNITINA FORNISCE INTERMEDI PER IL CICLO DI KREBS;L'AMMONIACA E' TOSSICA PERCHE' SOTTRAE ACIDO ALFA-CHETOGLUTARICO AL CICLO DI KREBS;SOLO GLI ANIMALI UROTELICI POSSIEDONO GRANDI QUANTITA' DI ARGINASI, ENZIMA CHE CATALIZZA L'ULTIMA REAZIONE DEL CICLO;"IL CICLO DELL 'ORNITINA E' UN CICLO
ENERGETICAMENTE VANTAGGIOSO";E
Item;Domanda;A;B;C;D;E;OK
817;QUANTE ORE DI DIGIUNO SI DEVONO OSSERVARE PRIMA DI ESEGUIRE UN PRELIEVO DI SANGUE PER UN TEST DI LABORATORIO:;1-2 ORE;5-8 ORE;6-10 ORE;12-18 ORE;NON E' INDISPENSABILE ESEGUIRE ILPRELIEVO A;C
818;Si rileva nella pancreatite acuta:;ipoglicemia;leucocitosi neutrofila intensa;ipercalcemia;amilasemia normale;amilasemia diminuita;B
819;L'EMOLISI FISICA SI VERIFICA:;CONSERVANDO IL CAMPIONE AL CALORE;PER LA PRESENZA DI SOSTANZE CHIMICHE NELLA PROVETTA DEL PRELIEVO;PER LA PRESENZA IN CIRCOLO DI EMOLISINE;PER UNA PRESSIONE ECCESSIVA ESERCITATA SULLO STANTUFFO DELLA SIRINGA;"PER LA PRESENZA DI
SOLVENTI NELLA SIRINGA";A
820;Quale dei seguenti effetti è normalmente legato all’attività fisiologica della gastrina:;stimolazione della secrezione di acido cloridrico;stimolazione dell’increzione di CCK;accelerazione del vuotamento gastrico;"stimolazione della secrezione
di bicarbonati";contrazione della colecisti;A
821;"PER LE INDAGINI EMATOLOGICHE DI
ROUTINE SI PUO' ESEGUIRE IL PRELIEVO:";DAL TALLONE;DAL DITO;DALLA VENA;"DAL LOBULO
DELL'ORECCHIO";"IN TUTTE LE ZONE
CITATE";E
822;Una gastrinemia superiore a 1000 pg/ml è:;sindrome di Zollinger-Ellison;sindrome di Menetrier;sindrome di Mallory-Weiss;sindrome di Werner-Morrison;"sindrome di Peutz-
Jeghers";A
823;"I peptidi della famiglia della secretina non
comprendono:";GIP;glucagone;motilina;secretina;VIP;C
824;"QUALE TIPO DI ANTICOAGULANTE E' PARTICOLARMENTE INDICATO PER L'ESAME
EMOCROMOCITOMETRICO:";LITIO EPARINA;EDTA 0 FLUORURO;EDTA O SODIO EPARINA;CITRATO DI SODIO TRIBASICO;OSSALATO DI POTASSIO;C
825;SAPENDO CHE IL PESO MOLECOLARE DEL TSH E'DI 28.000 DALTON E DOVENDO PREPARARE  1 ML DI UNA SOLUZIONE 1PM, QUANTO TSH SI DEVE PESARE?;280 PG;28 PG;2,8 PG;0,28 PG;0,028 PG;B
826;"Quale dei seguenti ormoni stimola la
secrezione di enzimi pancreatici:";colecistochinina;gastrina;secretina;enterogastrone;VIP;A
827;HO UNA SOLUZIONE MOLARE DI TRIS HCL E DEVO PREPARARE UNA SOLUZIONE MICROMOLARE. QUALE DILUIZIONE DEVO SCEGLIERE ?;1/100;1/1000;1/10.000;1/100.000;1/1.000.000;E
828;"Quale dei seguenti ormoni incrementa il
volume di secreto pancreatico:";gastrina;colecistochinina;secretina;enterogastrone;GIP;C
829;L'ASSUNZIONE CON GLI ALIMENTI DI TIOCIANATI ABBASSA I LIVELLI SIERICI DI:;CORTISOLO;GH;INSULINA;TIROXINA;ESTRADIOLO;D
830;"Un buon marker sierologico del cancro
pancreatico è:";l’alfafetoproteina;Ca 19-9;Ca 125;NSE;TPA;B
831;"IL RIPOSO A LETTO E LA POSTURA
POSSONO INFLUENZARE LA CONCENTRAZIONE NEL SANGUE DI:";EMOGLCBINA;CALCIO;COLESTEROLO;BILIRUBINA;TUTTE LE SOPRA CITATE;E
832;Il virus dell’epatite C (HCV) è:;"un virus difettivo, simile ai
viroidi";"un virus a RNA a singola
catena, senza capside";"un virus a RNA a singola
catena, con capside";"un virus a RNA a doppia
catena";un virus a DNA;C
Item;Domanda;A;B;C;D;E;OK
833;"L’aumento della glicemia dopo
somministrazione prolungata di cortisolo è legata a:";attivazione della gluconeogenesi;attivazione della glicogenolisi;diminuita captazione periferica del glucosio;aumentata lipolisi;"aumentata produzione di
glucagone";A
834;"L'EMOZIONE E LO STRESS DANNO LUOGO
AD ALCUNE VARIAZIONI, QUALE DI QUESTE E' ESATTA?";DIMINUZIONE DELL'ESCREZIONE URINARIA DI CATECOLAMINE;DIMINUZIONE DELL'ESCREZIONE URINARIA DI VASOPRESSINA;DIMINUZIONE DEL COLESTEROLO;DIMINUZIONE DI ADRENALINA;DIMINUZIONE DEGLI ORMONI TIROIDEI;C
835;"Il corticosurrene è istologicamente organizzato
in strati definiti:";"glomerulare, fascicolare,
reticolare";"glomerulare, interstiziale,
midollare";"glomerulare, reticolare,
fascicolare";in nessuno di questi modi;non esiste stadiazione;A
836;La somministrazione endovenosa di TRH in soggetti normali causa la liberazione in circolo di quali di questi ormoni anteroipofisari?;ACTH;GH;FSH;PRL;LH;D
837;"Quale di questi prodotti è capace di attivare le
fosfodiesterasi:";ATPasi;glicosidasi;calmodulina;prostaglandine;proteina G;C
838;Gli steroidi glicoattivi hanno:;17 atomi di carbonio;19 atomi di carbonio;20 atomi di carbonio;21 atomi di carbonio;27 atomi di carbonio;D
839;I cristalli di Reinke sono tipici delle:;cellule ossifile parafollicolari;cellule reticolari timiche;cellule di Leydig;corteccia cerebellare;corteccia cerebrale;C
840;La perdita di un cromosoma con conseguente monosomia parziale rappresenta:;traslocazione;traslocazione bilanciata;isocromosoma;delezione;inversione pericentrica;D
841;Qual è la struttura chimica della < -endorfina:;amminoacidica;glicoproteica;polipeptidica;steroidea;lipoproteica;C
842;Quali enzimi cellulari sono attivati dal cAMP:;glicosidasi;chinasi;lipasi;polimerasi;fosfodiesterasi;B
843;L’HPL è un ormone:;steroideo;mucopolisaccaridico;peptidico;lipoproteico;glucidico;C
844;"L’ormone somatotropo aumenta in tutte queste
condizioni tranne che dopo:";digiuno;estrogeni;esercizio fisico;iperglicemia;arginina;D
845;"Nel soggetto normale la somministrazione di
TRH provoca:";solo secrezione di TSH;secrezione di TSH e HPRL;secrezione di TSH ed ACTH;"secrezione di TSH, LH ed
FSH";"secrezione di TSH ed
GH";B
846;"Quale delle seguenti neoplasie ha una
prognosi migliore:";carcinoma follicolare;carcinoma papillifero;carcinoma midollare;carcinoma squamoso;carcinoma anaplastico;B
847;"La terapia nell’ipotiroidismo congenito va
iniziata :";"quanto più precocemente
possibile";dopo i tre mesi di vita;dopo i sei mesi di vita;dopo il primo anno di vita;alla pubertà;A
848;"Quale ormone anteroipofisario inibisce la
somatostatina:";nessuno;PRL;HGH;FSH;LH;C
849;"L’enzima che manca nella zona glomerulare
della corticale del surrene è:";21-idrossilasi;17-alfa-idrossilasi;11-beta idrossilasi;3-beta-olo-deidrogenasi;desmolasi;B
850;Le cellule ossifile delle paratiroidi presentano:;un apparato di Golgi assai ben sviluppato;un apparato di Golgi poco sviluppato;non presentano apparato di Golgi;un apparato di Golgi a tre camere;"un apparato di Golgi che non
presenta facce";C
851;Cosa si osserva nella sindrome di Kallman:;deficit isolato di gonadotropine ed anosmia o iposmia;elevati valori di gonadotropine ed anosmia o iposmia;normali valori di gonadotropine e normale risposta all’LH-RH;elevati valori del testosterone plasmatico;"bassi valori del testosterone
plasmatico ed elevati";A
852;La struttura chimica dell’LH-RH è:;proteica;glicoproteica;peptidica;steroidea;lipoproteica;C
Item;Domanda;A;B;C;D;E;OK
853;"Da quante sub-unità è formato l’adenilato
ciclasi?";2;3;4;6;1;A
854;"Quale terapia è indicata nell’ipotiroidismo
secondario:";TSH;iodio;tiroxina;TRH;dopamina;C
855;Ormone che inibisce la lipolisi:;insulina;glucagone;LH;GH;tiroxina;A
856;"Come è istochimicamente la colloide presente
nell’interno del follicolo tiroideo:";PAS negativa;PAS negativa e metacromatica;PAS positiva;positiva al Sudan;Feulgen positiva;C
857;La struttura chimica della somatostatina è:;aminoacidica;polipeptidica;glicoproteica;steroidea;lipoproteica;B
858;"L’HCG (gonadotropina corionica) è una
glicoproteina affine a:";HPRL;progesterone;HGH;LH;TSH;D
859;"Dove avviene la sintesi degli ormoni proteici e
polipeptidici:";"nei ribosomi del reticolo
endoplasmatico ruvido";"attraverso trasformazioni
enzimatiche";nei lisosomi;nel nucleo;nei mitocondri;A
860;Qual è il substrato delle fosfodiesterasi:;glicoproteina;fosfolipide;proteina;lipidi;nucleotidi;E
861;Caratterizza l’ormone adrenocorticotropo:;viene secreto in maggiore quantità quando il livello di cortisolo circolante  decresce;è secreto da neuroni i cui pirenofori risiedono nell’ipotalamo;ha un’azione più potente sulla secrezione di aldosterone che su quella di  cortisolo;"viene secreto sotto controllo da
un fattore inibente ipotalamico";"ha una concentrazione plasmatica costante durante le
24 ore del giorno";A
862;"Di questi ormoni quale inibisce la sintesi e la
secrezione dell’ACTH ipofisario:";progesterone;androstenedione;aldosterone;estrogeni;cortisolo;E
863;Come si comporta la secrezione dell’ormone dell’accrescimento:;aumenta durante il sonno;diminuisce nel digiuno;tende a produrre un bilancio negativo del potassio;tende a produrre un bilancio positivo del sodio;diminuisce significativamente l’escrezione del calcio e del magnesio;A
864;"Di cosa si parla quando all’esistenza di ovaie
fa riscontro la presenza di genitali ambigui, più o meno differenziati in senso maschile:";pseudoermafroditismo femminile;disgenesia gonadica con fenotipo maschile;pseudoermafroditismo maschile;ermafroditismo vero;"disgenesia gonadica con
fenotipo femminile";A
865;"Nel diabete insipido quale dei seguenti ormoni
è carente:";insulina;ossitocina;glucagone;vasopressina;beta-endorfina;D
866;"Tra questi ormoni quale ha nella sua struttura
19 atomi di carbonio:";progesterone;corticosterone;aldosterone;testosterone;estradiolo;D
867;"Quale è il precursore più importante
dell’estriolo in gravidanza:";deidroepiandrosterone;deidroepiandrosterone fetale;androstenedione materno;testosterone materno;testosterone fetale;B
868;Caratterizza l’insulina:;è una proteina con struttura quaternaria;"viene secreta in minore quantità quando aumenta
l’attività vagale";stimola la secrezione di acidi grassi dal tessuto adiposo;tende ad innalzare il tasso ematico di K;"è identica in tutte le specie di
mammiferi";A
869;"La gonade primitiva appare identica nei due
sessi ed è potenzialmente bisessuale nelle prime:";6 settimane di vita;8 settimane di vita;10 settimane di vita;12 settimane di vita;14 settimane di vita;A
870;"Per la liberazione di quali di questi ormoni
antero-ipofisari la somministrazione endovenosa di LH-RH viene utilizzata come test diagnostico:";TSH;PRL;LH ed FSH;ACTH;TSH e PRL;C
Item;Domanda;A;B;C;D;E;OK
871;"L’assenza o carenza di 18-idrossilasi
determina una deficienza della sintesi di:";delta 4-androsterone;deidroepiandrosterone;corticosterone;aldosterone;progesterone;D
872;Com’è secreto l’estriolo nell’urina materna:;libero;coniugato;libero e coniugato;legato a proteine;non è secreto;B
873;Cosa sono aumentati nell’iperparatiroidismo:;osteoblasti;osteoclasti;osteoblasti ed osteoclasti;nessuna cellula;cellule C della tiroide;C
874;Il gene induttore dell’HY (antigene di istocompatibilità) la cui attivazione fa differenziare la gonade embrionale indifferenziata in testicolo è localizzato su:;le braccia corte del cromosoma X in zona pericentromerica;le braccia lunghe del cromosoma X in zona pericentromerica;le braccia corte del cromosoma Y in zona distale;le braccia corte del cromosoma Y in zona distale pericentromerica;le braccia lunghe del cromosoma Y in zona distale;D
875;"Quali sono i livelli di GH nella sindrome di
Turner:";normali;diminuiti;aumentati;variabili a seconda dell’età;senza ritmo circadiano;A
876;L’effetto della 5-alfa-reduttasi è:;"convertire il testosterone in
estrione";"trasformare il testosterone in
diidrotestosterone";inattivare il cortisolo;"trasformare il 17-beta-
estradiolo in estrone";"trasformare il
progesterone in";B
877;La placenta per quanto riguarda la produzione di ormoni steroidei è :;"un organo incompleto, essendo in grado di convertire
precursori in ormoni  steroidei, ma non di sintetizzarli direttamente";in grado di sintetizzarli direttamente;incapace di produrre ormoni steroidei;in grado di produrre ormoni solo dopo il 7°mese di gravidanza;"in grado di produrre ormoni
incompleti";A
878;"Quale ormone è prodotto a livello del nucleo
sopraottico ipotalamico:";GH-RH;LH-RH;TRH;vasopressina;GIF;D
879;Di cosa è indice l’estriolo:;funzione surrenalica;funzione fetale;funzione placentare;funzione fetoplacentare;funzione ovarica;D
880;Alla pubertà il picco di LH è:;assente;diurno;notturno;"in rapporto al picco del
cortisolo";variabile;C
881;"Delle seguenti sostanze quale stimola direttamente o indirettamente l’increzione di
ACTH:";anfenone;metopirone;bromocriptina;ciproterone;desametasone;B
882;"Dopo quanto tempo si verifica il picco di TSH
dopo somministrazione e.v. di TRH:";5-10 minuti;20-30 minuti;1 ora;2 ore;5 ore;B
883;La struttura chimica del CRH è:;polipeptidica;aminoacidica;glicoproteica;steroidea;lipoproteica;B
884;"Da cosa è caratterizzato nell’ipotiroidismo lo
sviluppo somatico:";nanoinfantilismo disarmonico;ipoevolutismo armonico;gigantismo;normoevolutismo somatico;habitus eunucoide;A
885;Gli “inhibiting factors” ed i “releasing factors” ipotalamici raggiungono l’adenoipofisi attraverso:;arteria cerebrale media;arteria carotide interna;arteria retrochiasmatica;sistema portale ipofisario;seno petroso;D
886;Che azione hanno i glicocorticoidi:;"facilitano il riassorbimento del
sodio da parte del rene";"fanno diminuire il numero di
globuli bianchi";"stimolano la crescita del
tessuto linfatico";"diminuiscono la velocità di
filtrazione glomerulare";"favoriscono la sintesi
proteica";A
887;Come modificano la beta-endorfina ed i farmaci oppiacei i livelli plasmatici di prolattina:;aumentano;diminuiscono;non modificano;comportamento variabile con l’età;"comportamento
variabile con il sesso";A
888;Da cosa è caratterizzata la menopausa precoce:;"amenorrea,
normogonadotropismo, ipoestrogenismo";"amenorrea,
ipergonadotropismo, ipoestrogenismo";"amenorrea,
ipogonadotropismo, ipoestrogenismo";"oligomenorrea,
ipogonadotropismo, ipoestrogenismo";"ipomenorrea,
ipogonadotropismo, ipoestrogenismo";B
889;La transcortina è:;una catecolamina;"un enzima della corticale del
surrene";l’albumina vettrice del cortisolo;"la globulina vettrice del
cortisolo";un ormone surrenale;D
Item;Domanda;A;B;C;D;E;OK
890;"Il valore del testosterone plasmatico nella
sindrome di Morris o sindrome del testicolo femminilizzante è:";estremamente elevato;uguale a quello del maschio normale;uguale a quello della donna normale;uguale a quello di un bambino;estremamente basso;B
891;La percentuale di carboidrati nella struttura chimica della prolattina e del GH è del:;0%;15-20%;22-30%;40-50%;100%;A
892;Come si comporta la secrezione dell’ormone somatotropo:;cessa quando termina il periodo di accrescimento;"diminuisce nelle condizioni di stress come quelle provocate da
una ferita";"aumenta durante il digiuno e negli stati in cui il livello ematico
si riduce";"nel tessuto adiposo provoca aumentato accumulo di
trigliceridi";"aumenta la dimensione dei
corpi cellulari";C
893;"Da cosa derivano le cellule C parafollicolari
della tiroide:";dalle creste neurali;dal sacco vitellino;dalle cellule follicolari (tireociti);"dalle creste genitali (solo per
la";dal midollo osseo;A
894;"Le subunità degli ormoni LH, FSH, e TSH
sono:";1;2;3;4;5;B
895;"Quale proteina trasporta in circolo gli ormoni
tiroidei:";transcortina;tireoglobulina;transferrina;prealbumina;alfa-fetoproteina;D
896;"Quale può essere un’anomalia irreversibile
dovuta ad un trattamento ritardato dell’ipotiroidismo congenito:";disgenesia ipofisaria;deficit di crescita;deficit intellettivo;ittero neonatale;macroglossia;C
897;Da cosa è caratterizzata la sindrome di Morris:;"cariotipo XXY, habitus maschile, presenza di testicoli,
statura alta";"cariotipo XXY, habitus femminile, presenza di ovaie,
utero piccolo";"cariotipo 46 XY, habitus eunucoide, utero infantile, streak
gonads";"cariotipo 46XY, habitus femminile, assenza di utero,
presenza di testicoli";"cariotipo 46 XY, habitus
maschile, assenza di";D
898;Da cosa è caratterizzata la disgenesia gonadica pura:;cariotipo XO, fenotipo femminile, ipergonadotropismo, ovaie disgenetiche;cariotipo XX, fenotipo femminile, ipergonadotropismo, ovaie disgenetiche;cariotipo XXX, fenotipo femminile, ipoevolutismo sessuale, ovaie ipoplastiche;cariotipo XO/XX, fenotipo femminile, ipergonadotropismo, ovaie disgenetiche;cariotipo XX, fenotipo femminile, ipergonadotropismo, ovaie normali;B
899;Caratterizza il paratormone:;è una glicoproteina;"provoca l’aumento di  escrezione di calcio da parte del
rene";fa aumentare il livello di fosfato nel siero;"aumenta nel sangue per aumento del fosforo
plasmatico";"insieme con la vitamina D
stimola la liberazione";E
900;In cosa differisce l’adrenalina dalla noradrenalina:;costringe i vasi ematici delle membrane mucose;aumenta il livello ematico del glucosio;riduce le resistenze periferiche;provoca lipolisi nel tessuto adiposo senza l’effetto permissivo dei glucocorticoidi;non è catabolizzata dalle MAO;C
901;Come si comporta il calcio del siero:;è approssimativamente ionizzato all’80%;ha una concentrazione di circa 10mg/100ml;diventa meno ionizzato quando il pH del sangue diminuisce;influenza la velocità di produzione del paratormone mediante un’azione sull’ipotalamo;tende ad aumentare con l’età;B
902;"In quale di queste condizioni la colesterolemia
è diminuita:";ipercorticosurrenalismo;iperaldosteronismo;iperparatiroidismo;ipertiroidismo;diabete;D
903;"Di questi prodotti quale regola la sintesi ed il
rilascio degli ormoni paratiroidei:";calcio;fosforo;magnesio;manganese;ferro;A
904;I livelli del cortisolo plasmatico nel soggetto normale sono strettamente correlati:;alla degradazione del cortisolo da parte del fegato;ai livelli di sodiemia;ai livelli di potassiemia;ai livelli di ACTH nel sangue;"ai livelli di aldosterone nel
sangue";D
905;Da cosa è caratterizzato l’ovaio policistico tipico:;normale LH, elevato FSH, diminuzione di estradiolo;normale LH, aumento del testosterone e dell’estradiolo;normale LH, aumento di androstenedione ed estradiolo;aumento di LH, testosterone ed estradiolo;"aumento di LH, androstenedione ed
estrone";E
Item;Domanda;A;B;C;D;E;OK
906;Come agisce la secrezione delle catecolamine da parte della midollare del surrene:;"provoca un aumento del livello ematico del glucosio favorendo la glicogenolisi nel fegato e
nei muscoli";fa diminuire il livello degli acidi grassi liberi e dei corpi chetonici;fa aumentare il flusso ematico muscolare e splancnico;si eleva quando vengono stimolate le fibre parasimpatiche dirette della ghiandola surrenale;è indispensabile alla vita;A
907;"Nell’induzione dell’ovulazione durante la
somministrazione di gonadotropine è necessario monitorare:";FSH;LH;estradiolo;estriolo;progesterone;C
908;"A cosa può essere dovuta la sindrome di
Klinefelter:";"non disgiunzione meiotica
materna";"non disgiunzione meiotica
paterna";"precoce non disgiunzione
mitotica";tutte le cause sopradette;"nessuna delle cause
sopradette";D
909;"Cosa aumenta in caso di assenza di 21-
idrossilasi:";cortisone;estrogeni;androgeni;progesterone;aldosterone;C
910;L’insulina regola i livelli ematici del:;magnesio;calcio;glucosio;ferro;fosforo;C
911;"L’ormone che esplica un’azione legandosi ad
un recettore nucleare è:";ormone paratiroideo;noradrenalina;estradiolo;ACTH;prolattina;C
912;"Da chi è sintetizzato nel testicolo il
testosterone:";dalle cellule di Sertoli;dai tubuli seminiferi;dagli spermatogoni;dalle cellule di Leydig;dagli spermatociti;D
913;Quali sono i principali neurotrasmettitori  interessati alla regolazione dei neuroni ipotalamici:;dopamina;norepinefrina;serotonina;tutti quelli su citati;nessuno di quelli su citati;D
914;"Quali sono i livelli di testosterone plasmatico
nel maschio adulto normale:";25-50 ng/100 ml;50-200 ng/100 ml;350-900 ng/100ml;3-5 mcg/100ml;5-10 mcg/100 ml;C
915;Qual è la forma attiva del testosterone:;diidrotestosterone;testosterone libero;testosterone solfato;testosterone glicuronato;"testosterone legato alla
proteina vettrice";A
916;"Di quale ormone il pregnenolone è un
precursore biosintetico:";tiroxina;insulina;cortisolo;adenocorticotropo;melanocitostimolante;C
917;Da quali cellule ipofisarie è prodotta la PRL:;eosinofile;basofile;eosinofile e basofile;cromofobe;"pars posteriore
dell’ipofisi";A
918;Da chi è prodotta la renina:;fegato;rene;pancreas;nuclei diencefalici;polmone;B
919;"Dell’azione di quale ormone le somatomedine
sono mediatori:";insulina;prolattina;gonadotropina;ormone somatotropo;tireotropina;D
920;La stimolazione farmacologica dei recettori nicotinici colinergici stimola la liberazione in circolo del seguente ormone:;TSH;vasopressina;FSH;LH;ACTH;B
921;Dove è presente l’enzima adenilato ciclasi:;lisosomi;membrane;citoplasma;mitocondri;nucleo;B
922;"Mediante quale enzima attivato l’interazione
tra ormone polipeptidico e recettore specifico di membrana porta all’aumento della produzione di AMP-ciclico intracellulare:";guanilato-ciclasi;fosfoesterasi;adenilato ciclasi;fosfolipasi A2;esochinasi;C
923;Cosa può provocare l’iperprolattinemia:;sterilità;diabete mellito;ipertensione;anoressia;agalattia;A
924;Che farmaco è la bromocriptina:;dopaminergico;antidopaminergico;serotoninergico;antiserotoninergico;colinergico;A
925;Il dosaggio dell’HCS (somatomammotopina corionica) è:;un indice attendibile della funzionalità placentare;un indice inattendibile della funzionalità placentare;"un indice inattendibile della funzionalità placentare e
attendibile del sacco vitellino";attendibile solo nei tumori ovarici;"non esiste al momento attuale
un metodo per dosare";A
Item;Domanda;A;B;C;D;E;OK
926;"L’effetto dell’L-DOPA sulle concentrazioni
plasmatiche di prolattina è:";iperprolattinemizzante;nullo;ipoprolattinemizzante;variabile con l’età;variabile con il sesso;C
927;"Quale terapia è indicata nella sindrome di
Turner tipica:";estrogeni;estrogeni e progesterone;gonadotropine;medrossiprogesterone;androgeni;B
928;"Quali sono i test utilizzati per stimolare
l’increzione di HGH:";test all’arginina;test all’insulina;test all’L-DOPA;test alla vasopressina;tutti i suddetti;E
929;Quale può essere causa di ipopituitarismo:;adenoma cromofobo;tubercolosi;sarcoidosi;tutte le suddette;nessuna delle suddette;D
930;Qual è un test per valutare la riserva di ACTH:;test al metopirone;test di soppressione con T3;test di stimolo con L-DOPA;"test di inibizione con
desametazone";"test di stimolo con Gn-
RH";A
931;"Da cosa può essere stimolata l’increzione di
prolattina:";TRH;reserpina;clorpromazina;tutti i suddetti;nessuno dei suddetti;D
932;La sindrome di Albright include:;iperparatiroidismo;ipertiroidismo;displasia fibrosa;anoressia;dimagrimento;C
933;"A quale condizione può essere associata
l’iperprolattinemia da adenoma ipofisario:";alterazioni del ciclo mestruale;galattorea;riduzione dei campi visivi;cefalea;"aumento delle
gonadotropine";E
934;"Di queste sostanze quali interferiscono con
l’increzione di prolattina:";< -bloccanti;steroidi contraccettivi;bromocriptina;tutti i precedenti;nessuno dei precedenti;D
935;Cosa può stimolare l’increzione di ADH:;"diminuzione del volume
intravascolare";"diminuzione dell’osmolarità
plasmatica";alcool;dieta ricca di sale;arginina;A
936;"A cosa può essere associata la sindrome di
inappropriata increzione di ADH:";diabete mellito;mixedema;carcinoma broncogeno;tubercolosi;encefalite;A
937;"Qual è la direzione del flusso ematico nel
sistema portale ipofisario:";dall’ipotalamo all’ipofisi;dall’ipofisi all’ipotalamo;"soggetta a cambi dipendenti
dallo stato ormonale";tutte le precedenti;"nessuna delle
precedenti";A
938;A cosa si riferisce il termine feed-back corto:;meccanismo di soppressione da parte degli ormoni delle ghiandole   periferiche sull’ipotalamo;meccanismo di soppressione degli ormoni delle ghiandole periferiche sulle   ghiandole stesse;meccanismo di soppressione dell’ipotalamo da parte degli ormoni ipofisari;meccanismo di soppressione dell’ipotalamo da parte degli ormoni ipotalamici;nessuna delle precedenti;C
939;"Cosa include la risposta neurogenica
ormonale alla suzione:";rilascio di ossitocina;rilascio di prolattina;"inibizione del rilascio delle
gonadotropine";tutte le precedenti;"nessuna delle
precedenti";D
940;"In quali condizioni non è elevata la prolattina
plasmatica?";"tumori ipofisari ACTH
secernenti";tumori ipofisari TSH secernenti;insufficienza renale;craniofaringioma;tireotossicosi;E
941;"Qual è l’indagine più accurata per porre
diagnosi differenziale tra ipotiroidismo primitivo e secondario:";T4;TSH;test di stimolo con TSH;test di soppressione con T3;captazione dello I 131;B
942;A cosa può essere secondario il gozzo:;deficienza di iodio;ipopituitarismo;eccesso di ormoni tiroidei;tutte le precedenti;"nessuna delle suddette
cause";A
943;Non è sintomo iniziale del morbo di Basedow:;l’esoftalmo;il dimagrimento;la fibrillazione atriale;il gozzo;la stipsi;E
944;"Il TSH plasmatico si eleva esageratamente
dopo TRH in:";ipotiroidismo primitivo;"ipertiroidismo da morbo di
Basedow";"ipertiroidismo da gozzo
nodulare";"ipotiroidismo da
ipopituitarismo";"i soggetti che
assumono dosi";A
Item;Domanda;A;B;C;D;E;OK
945;"Il carcinoma midollare della tiroide non
secerne:";ormoni tiroidei;ACTH;calcitonina;paratormone;prostaglandine;A
946;"Le alterazioni ematologiche associate
all’ipotiroidismo possono essere:";"anemia ipocromica
microcitemica";"anemia normocromica
normocitemica";anemia normocromica;bassi livelli di vitamina B12;tutte le suddette;E
947;"Un ragazzo di 5 anni con ipotiroidismo da 2
anni può presentare:";ritardo di crescita;criptorchidismo;ritardo mentale;costipazione;nessuno di questi;A
948;"Quale dei seguenti dati di laboratorio non è
riscontrato nell’iperplasia surrenale congenita da deficit della 21-idrossilasi:";aumento del testosterone plasmatico;aumento del pregnantriolo urinario;aumento dei 17-chetosteroidi;aumento dell’ACTH;aumento del cortisolo;E
949;La somministrazione di metopirone:;blocca la produzione di idrocortisone;è pericolosa in pazienti con adenoma surrenalico;diminuisce gli idrossisteroidi urinari;diminuisce l’increzione di ACTH;"è utile soprattutto per valutare
la funzione";A
950;La secrezione di aldosterone è aumentata da:;somministrazione di potassio;renina;"somministrazione acuta di
ACTH";tutte le precedenti;"nessuna delle
precedenti";D
951;Il test al metopirone è basato su:;blocco dell’11 < -idrossilasi;"inibizione della produzione di
cortisolo";"caduta dei livelli della
cortisolemia";tutti i precedenti;nessuno dei precedenti;D
952;"Quale dei seguenti sintomi confortano la
diagnosi di iperaldosteronismo primitivo?";iperincrezione di ACTH;aumento della renina;iposodiemia;tutti i precedenti;nessuno dei precedenti;E
